1,account_id,post_id,Category,Page,Post URL,Date Published,Post Type,Rating,Debate,share_count,reaction_count,comment_count
656,219367258105115,1290309281010902,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1290309281010902,9/26/2016,"[0,1,0,0]","[0,1,0,0]",,29,175,92
657,219367258105115,1290321764342987,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1290321764342987,9/26/2016,"[1,0,0,0]","[0,1,0,0]",,69,365,675
658,219367258105115,1.29032E+15,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1290322367676260,9/26/2016,"[0,1,0,0]","[0,1,0,0]",,143,1013,488
659,219367258105115,1290342521007578,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1290342521007578,9/26/2016,"[1,0,0,0]","[0,1,0,0]",,,365,675
660,219367258105115,1290343094340854,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1290343094340854,9/26/2016,"[0,1,0,0]","[0,1,0,0]",,81,829,263
661,219367258105115,1290363481005482,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1290363481005482,9/26/2016,"[0,1,0,0]","[0,1,0,0]",,291,2408,185
662,219367258105115,1290392384335925,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1290392384335925,9/26/2016,"[0,1,0,0]","[0,1,0,0]",,22,135,70
663,219367258105115,1.29042E+15,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1290422200999610,9/26/2016,"[0,1,0,0]","[0,1,0,0]",,17,80,53
664,219367258105115,1290445077663989,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1290445077663989,9/26/2016,"[0,0,1,0]","[1,0,0,0]",,70,153,116
665,219367258105115,1290462654328898,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1290462654328898,9/26/2016,"[1,0,0,0]","[0,1,0,0]",,71,351,557
666,219367258105115,1290463584328805,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1290463584328805,9/26/2016,"[0,1,0,0]","[0,1,0,0]",,24,409,94
667,219367258105115,1290476714327492,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1290476714327492,9/26/2016,"[0,1,0,0]","[0,1,0,0]",,20,255,165
668,219367258105115,1290490284326135,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1290490284326135,9/26/2016,"[0,0,1,0]","[1,0,0,0]",yes,68,219,166
669,219367258105115,1.29049E+15,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1290493434325820,9/26/2016,"[1,0,0,0]","[0,1,0,0]",yes,157,401,396
670,219367258105115,1290499720991858,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1290499720991858,9/26/2016,"[1,0,0,0]","[0,1,0,0]",yes,245,1304,864
671,219367258105115,1290505394324624,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1290505394324624,9/26/2016,"[1,0,0,0]","[0,1,0,0]",yes,379,855,454
672,219367258105115,1290509944324169,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1290509944324169,9/26/2016,"[1,0,0,0]","[0,1,0,0]",yes,60,314,279
673,219367258105115,1.29052E+15,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1290517634323400,9/26/2016,"[1,0,0,0]","[0,1,0,0]",yes,84,646,301
674,219367258105115,1.29053E+15,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1290527167655780,9/26/2016,"[1,0,0,0]","[0,1,0,0]",yes,363,1706,467
675,219367258105115,1290530250988805,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1290530250988805,9/26/2016,"[1,0,0,0]","[0,1,0,0]",yes,339,1295,458
676,219367258105115,1290542204320943,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1290542204320943,9/26/2016,"[0,1,0,0]","[1,0,0,0]",,16,194,166
677,219367258105115,1.29055E+15,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1290552067653290,9/26/2016,"[1,0,0,0]","[0,1,0,0]",yes,104,832,343
678,219367258105115,1290569677651529,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1290569677651529,9/26/2016,"[1,0,0,0]","[0,1,0,0]",yes,786,3868,609
679,219367258105115,1290571237651373,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1290571237651373,9/26/2016,"[1,0,0,0]","[0,1,0,0]",yes,151,1101,639
680,219367258105115,1290585890983241,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1290585890983241,9/26/2016,"[1,0,0,0]","[0,1,0,0]",yes,135,739,405
681,219367258105115,1290595487648948,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1290595487648948,9/26/2016,"[1,0,0,0]","[0,1,0,0]",yes,115,566,322
682,219367258105115,1290605144314649,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1290605144314649,9/26/2016,"[1,0,0,0]","[0,1,0,0]",yes,1585,7051,1467
683,219367258105115,1290632657645231,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1290632657645231,9/26/2016,"[0,1,0,0]","[0,1,0,0]",yes,41,410,317
684,219367258105115,1290636210978209,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1290636210978209,9/26/2016,"[1,0,0,0]","[0,1,0,0]",yes,433,1476,1180
685,219367258105115,1290692497639247,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1290692497639247,9/26/2016,"[0,1,0,0]","[0,1,0,0]",yes,24,230,189
686,219367258105115,1290698444305319,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1290698444305319,9/27/2016,"[0,1,0,0]","[0,1,0,0]",yes,1218,2415,815
687,219367258105115,1290725304302633,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1290725304302633,9/27/2016,"[0,1,0,0]","[1,0,0,0]",yes,45,211,189
688,219367258105115,1290728977635599,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1290728977635599,9/27/2016,"[1,0,0,0]","[1,0,0,0]",yes,232,800,302
689,219367258105115,1290739880967842,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1290739880967842,9/27/2016,"[0,1,0,0]","[0,1,0,0]",yes,388,1247,283
690,219367258105115,1290743144300849,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1290743144300849,9/27/2016,"[0,0,1,0]","[0,1,0,0]",yes,34,82,36
691,219367258105115,1290746004300563,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1290746004300563,9/27/2016,"[0,0,1,0]","[0,1,0,0]",,345,908,260
692,219367258105115,1290750580966772,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1290750580966772,9/27/2016,"[0,1,0,0]","[0,1,0,0]",yes,186,979,634
693,219367258105115,1.29076E+15,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1290760934299070,9/27/2016,"[0,1,0,0]","[1,0,0,0]",yes,61,670,382
694,219367258105115,1290787877629709,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1290787877629709,9/27/2016,"[1,0,0,0]","[0,1,0,0]",yes,233,691,231
695,219367258105115,1290790460962784,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1290790460962784,9/27/2016,"[1,0,0,0]","[0,1,0,0]",yes,135,279,174
696,219367258105115,1290795930962237,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1290795930962237,9/27/2016,"[0,1,0,0]","[1,0,0,0]",yes,24,271,128
697,219367258105115,1.2908E+15,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1290800734295090,9/27/2016,"[1,0,0,0]","[0,1,0,0]",yes,353,1011,374
698,219367258105115,1290804370961393,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1290804370961393,9/27/2016,"[0,1,0,0]","[0,1,0,0]",yes,206,980,400
699,219367258105115,1290814187627078,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1290814187627078,9/27/2016,"[0,1,0,0]","[0,1,0,0]",yes,1532,5976,1301
700,219367258105115,1290851084290055,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1290851084290055,9/27/2016,"[0,1,0,0]","[0,1,0,0]",yes,222,2066,189
701,219367258105115,1290868374288326,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1290868374288326,9/27/2016,"[0,1,0,0]","[0,1,0,0]",yes,30,390,196
702,219367258105115,1290898170952013,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1290898170952013,9/27/2016,"[0,1,0,0]","[0,1,0,0]",yes,42,360,208
703,219367258105115,1290950317613465,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1290950317613465,9/27/2016,"[0,1,0,0]","[0,1,0,0]",yes,82,565,186
704,219367258105115,1290968064278357,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1290968064278357,9/27/2016,"[1,0,0,0]","[1,0,0,0]",yes,2277,3188,1660
705,219367258105115,1290970974278066,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1290970974278066,9/27/2016,"[1,0,0,0]","[1,0,0,0]",yes,117,304,270
706,219367258105115,1290987447609752,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1290987447609752,9/27/2016,"[1,0,0,0]","[0,1,0,0]",yes,177,1184,1121
707,219367258105115,1291002827608214,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1291002827608214,9/27/2016,"[1,0,0,0]","[0,1,0,0]",,110,627,516
708,219367258105115,1291045777603919,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1291045777603919,9/27/2016,"[1,0,0,0]","[0,1,0,0]",,125,656,410
709,219367258105115,1.29109E+15,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1291087167599780,9/27/2016,"[0,1,0,0]","[0,1,0,0]",,66,543,163
710,219367258105115,1291111790930651,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1291111790930651,9/27/2016,"[0,1,0,0]","[0,1,0,0]",,822,5179,2543
711,219367258105115,1.29112E+15,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1291116167596880,9/27/2016,"[1,0,0,0]","[1,0,0,0]",,135,872,901
712,219367258105115,1291177310924099,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1291177310924099,9/27/2016,"[1,0,0,0]","[0,1,0,0]",,29,258,161
713,219367258105115,1291208607587636,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1291208607587636,9/27/2016,"[1,0,0,0]","[0,1,0,0]",yes,268,3747,840
714,219367258105115,1291209107587586,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1291209107587586,9/27/2016,"[0,1,0,0]","[0,1,0,0]",yes,30,284,122
715,219367258105115,1291262517582245,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1291262517582245,9/27/2016,"[0,1,0,0]","[0,1,0,0]",,7,157,140
716,219367258105115,1291269840914846,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1291269840914846,9/27/2016,"[0,1,0,0]","[1,0,0,0]",,10,78,141
717,219367258105115,1291273510914479,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1291273510914479,9/27/2016,"[1,0,0,0]","[0,1,0,0]",yes,65,907,398
718,219367258105115,1291304944244669,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1291304944244669,9/27/2016,"[1,0,0,0]","[0,1,0,0]",,115,1001,523
719,219367258105115,1291309280910902,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1291309280910902,9/27/2016,"[1,0,0,0]","[0,1,0,0]",,281,2707,2422
720,219367258105115,1291342320907598,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1291342320907598,9/27/2016,"[0,1,0,0]","[1,0,0,0]",yes,21,116,149
721,219367258105115,1291375430904287,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1291375430904287,9/27/2016,"[0,1,0,0]","[0,1,0,0]",,4,49,48
722,219367258105115,1291404070901423,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1291404070901423,9/27/2016,"[0,1,0,0]","[0,1,0,0]",yes,17,149,220
723,219367258105115,1291428494232314,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1291428494232314,9/27/2016,"[0,1,0,0]","[0,1,0,0]",,8,95,47
724,219367258105115,1291455630896267,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1291455630896267,9/27/2016,"[0,1,0,0]","[1,0,0,0]",,19,360,186
725,219367258105115,1291465524228611,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1291465524228611,9/27/2016,"[1,0,0,0]","[0,1,0,0]",yes,47,427,653
726,219367258105115,1291481227560374,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1291481227560374,9/27/2016,"[0,1,0,0]","[0,1,0,0]",,271,1348,1004
727,219367258105115,1291498714225292,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1291498714225292,9/27/2016,"[0,1,0,0]","[0,1,0,0]",,9,81,40
728,219367258105115,1291509057557591,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1291509057557591,9/27/2016,"[0,1,0,0]","[0,1,0,0]",,17,49,58
729,219367258105115,1291521744222989,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1291521744222989,9/27/2016,"[0,1,0,0]","[0,1,0,0]",yes,221,2002,630
730,219367258105115,1291553714219792,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1291553714219792,9/27/2016,"[0,1,0,0]","[0,1,0,0]",,23,197,144
731,219367258105115,1291607187547778,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1291607187547778,9/27/2016,"[0,1,0,0]","[0,1,0,0]",,198,1891,266
732,219367258105115,1.29161E+15,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1291613334213830,9/27/2016,"[0,1,0,0]","[0,1,0,0]",,47,119,61
733,219367258105115,1291616904213473,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1291616904213473,9/27/2016,"[0,1,0,0]","[0,1,0,0]",yes,39,318,226
734,219367258105115,1291633917545105,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1291633917545105,9/27/2016,"[0,1,0,0]","[0,1,0,0]",,14,79,65
735,219367258105115,1291653507543146,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1291653507543146,9/27/2016,"[0,1,0,0]","[0,1,0,0]",,145,886,539
736,219367258105115,1.29165E+15,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1291653534209810,9/27/2016,"[0,1,0,0]","[0,1,0,0]",,88,717,57
737,219367258105115,1291661910875639,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1291661910875639,9/27/2016,"[0,1,0,0]","[0,1,0,0]",,77,235,105
738,219367258105115,1291673040874526,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1291673040874526,9/27/2016,"[0,1,0,0]","[0,1,0,0]",,40,649,294
739,219367258105115,1291687550873075,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1291687550873075,9/27/2016,"[0,1,0,0]","[0,1,0,0]",,6,195,155
740,219367258105115,1291698617538635,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1291698617538635,9/27/2016,"[0,1,0,0]","[0,1,0,0]",,24,311,104
741,219367258105115,1291728794202284,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1291728794202284,9/27/2016,"[0,1,0,0]","[0,1,0,0]",,405,1911,1332
742,219367258105115,1291754160866414,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1291754160866414,9/27/2016,"[0,1,0,0]","[0,1,0,0]",,9,64,94
743,219367258105115,1291782614196902,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1291782614196902,9/27/2016,"[0,1,0,0]","[0,1,0,0]",,295,2703,437
744,219367258105115,1291804520861378,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1291804520861378,9/27/2016,"[0,1,0,0]","[0,1,0,0]",,76,747,566
745,219367258105115,1291827317525765,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1291827317525765,9/27/2016,"[0,1,0,0]","[0,1,0,0]",,269,2278,224
746,219367258105115,1291874880854342,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1291874880854342,9/27/2016,"[0,1,0,0]","[0,1,0,0]",,43,452,305
747,219367258105115,1291897180852112,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1291897180852112,9/27/2016,"[0,1,0,0]","[0,1,0,0]",,171,484,320
748,219367258105115,1291911960850634,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1291911960850634,9/27/2016,"[0,1,0,0]","[0,1,0,0]",,174,1394,626
749,219367258105115,1.29193E+15,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1291926867515810,9/27/2016,"[0,1,0,0]","[0,1,0,0]",,30,285,230
750,219367258105115,1291945020847328,"[0,1,0]","[0,0,1,0,0,0,0,0,0]",https://www.facebook.com/cnnpolitics/posts/1291945020847328,9/27/2016,"[0,1,0,0]","[0,1,0,0]",,577,4284,655
751,135665053303678,551096688427177,"[0,0,1]","[0,0,0,1,0,0,0,0,0]",https://www.facebook.com/theEagleisRising/posts/551096688427177,9/19/2016,"[0,0,1,0]","[1,0,0,0]",,593,639,29
752,135665053303678,551096721760507,"[0,0,1]","[0,0,0,1,0,0,0,0,0]",https://www.facebook.com/theEagleisRising/posts/551096721760507,9/19/2016,"[0,0,1,0]","[1,0,0,0]",,89,200,5
753,135665053303678,551473135056199,"[0,0,1]","[0,0,0,1,0,0,0,0,0]",https://www.facebook.com/theEagleisRising/posts/551473135056199,9/19/2016,"[0,1,0,0]","[0,0,0,1]",,1966,1773,82
754,135665053303678,551473158389530,"[0,0,1]","[0,0,0,1,0,0,0,0,0]",https://www.facebook.com/theEagleisRising/posts/551473158389530,9/19/2016,"[0,0,1,0]","[1,0,0,0]",,155,819,6
755,135665053303678,551473235056189,"[0,0,1]","[0,0,0,1,0,0,0,0,0]",https://www.facebook.com/theEagleisRising/posts/551473235056189,9/19/2016,"[0,0,1,0]","[0,0,0,1]",,7577,2989,146
756,135665053303678,551473311722848,"[0,0,1]","[0,0,0,1,0,0,0,0,0]",https://www.facebook.com/theEagleisRising/posts/551473311722848,9/19/2016,"[0,0,1,0]","[1,0,0,0]",,1193,1099,263
757,135665053303678,551473381722841,"[0,0,1]","[0,0,0,1,0,0,0,0,0]",https://www.facebook.com/theEagleisRising/posts/551473381722841,9/19/2016,"[0,1,0,0]","[0,0,1,0]",,101,190,36
758,135665053303678,551473548389491,"[0,0,1]","[0,0,0,1,0,0,0,0,0]",https://www.facebook.com/theEagleisRising/posts/551473548389491,9/19/2016,"[0,1,0,0]","[1,0,0,0]",,22,111,6
759,135665053303678,551473871722792,"[0,0,1]","[0,0,0,1,0,0,0,0,0]",https://www.facebook.com/theEagleisRising/posts/551473871722792,9/19/2016,"[0,1,0,0]","[1,0,0,0]",,6,17,3
760,135665053303678,551473965056116,"[0,0,1]","[0,0,0,1,0,0,0,0,0]",https://www.facebook.com/theEagleisRising/posts/551473965056116,9/19/2016,"[0,1,0,0]","[0,0,1,0]",,29,174,8
761,135665053303678,551474015056111,"[0,0,1]","[0,0,0,1,0,0,0,0,0]",https://www.facebook.com/theEagleisRising/posts/551474015056111,9/19/2016,"[0,1,0,0]","[0,1,0,0]",,38,114,14
762,135665053303678,551474061722773,"[0,0,1]","[0,0,0,1,0,0,0,0,0]",https://www.facebook.com/theEagleisRising/posts/551474061722773,9/19/2016,"[0,1,0,0]","[0,1,0,0]",,26,71,34
763,135665053303678,551474098389436,"[0,0,1]","[0,0,0,1,0,0,0,0,0]",https://www.facebook.com/theEagleisRising/posts/551474098389436,9/19/2016,"[0,1,0,0]","[0,1,0,0]",,21,38,4
764,135665053303678,551474158389430,"[0,0,1]","[0,0,0,1,0,0,0,0,0]",https://www.facebook.com/theEagleisRising/posts/551474158389430,9/19/2016,"[0,1,0,0]","[0,0,0,1]",,1507,1107,147
765,135665053303678,551474225056090,"[0,0,1]","[0,0,0,1,0,0,0,0,0]",https://www.facebook.com/theEagleisRising/posts/551474225056090,9/19/2016,"[0,1,0,0]","[0,0,1,0]",,17,63,32
766,135665053303678,551474598389386,"[0,0,1]","[0,0,0,1,0,0,0,0,0]",https://www.facebook.com/theEagleisRising/posts/551474598389386,9/19/2016,"[0,1,0,0]","[0,0,1,0]",,201,224,40
767,135665053303678,551518175051695,"[0,0,1]","[0,0,0,1,0,0,0,0,0]",https://www.facebook.com/theEagleisRising/posts/551518175051695,9/19/2016,"[0,1,0,0]","[0,1,0,0]",,12,50,37
768,135665053303678,551518215051691,"[0,0,1]","[0,0,0,1,0,0,0,0,0]",https://www.facebook.com/theEagleisRising/posts/551518215051691,9/19/2016,"[0,1,0,0]","[0,0,0,1]",,138,212,80
769,135665053303678,551518255051687,"[0,0,1]","[0,0,0,1,0,0,0,0,0]",https://www.facebook.com/theEagleisRising/posts/551518255051687,9/19/2016,"[0,1,0,0]","[0,0,1,0]",,264,290,10
770,135665053303678,551518305051682,"[0,0,1]","[0,0,0,1,0,0,0,0,0]",https://www.facebook.com/theEagleisRising/posts/551518305051682,9/19/2016,"[0,1,0,0]","[0,1,0,0]",,2,18,5
771,135665053303678,551518365051676,"[0,0,1]","[0,0,0,1,0,0,0,0,0]",https://www.facebook.com/theEagleisRising/posts/551518365051676,9/19/2016,"[0,1,0,0]","[0,1,0,0]",,6,31,0
772,135665053303678,551518398385006,"[0,0,1]","[0,0,0,1,0,0,0,0,0]",https://www.facebook.com/theEagleisRising/posts/551518398385006,9/19/2016,"[0,1,0,0]","[0,0,1,0]",,18,32,12
773,135665053303678,551518465051666,"[0,0,1]","[0,0,0,1,0,0,0,0,0]",https://www.facebook.com/theEagleisRising/posts/551518465051666,9/19/2016,"[0,1,0,0]","[0,1,0,0]",,2828,1537,612
774,135665053303678,551518525051660,"[0,0,1]","[0,0,0,1,0,0,0,0,0]",https://www.facebook.com/theEagleisRising/posts/551518525051660,9/19/2016,"[0,1,0,0]","[0,1,0,0]",,210,279,278
775,135665053303678,551518585051654,"[0,0,1]","[0,0,0,1,0,0,0,0,0]",https://www.facebook.com/theEagleisRising/posts/551518585051654,9/19/2016,"[0,1,0,0]","[0,0,1,0]",,28,70,37
776,135665053303678,551518638384982,"[0,0,1]","[0,0,0,1,0,0,0,0,0]",https://www.facebook.com/theEagleisRising/posts/551518638384982,9/19/2016,"[0,1,0,0]","[0,1,0,0]",,54,178,123
777,135665053303678,551518988384947,"[0,0,1]","[0,0,0,1,0,0,0,0,0]",https://www.facebook.com/theEagleisRising/posts/551518988384947,9/19/2016,"[0,1,0,0]","[0,1,0,0]",,74,154,92
778,135665053303678,551519151718264,"[0,0,1]","[0,0,0,1,0,0,0,0,0]",https://www.facebook.com/theEagleisRising/posts/551519151718264,9/19/2016,"[0,0,1,0]","[1,0,0,0]",,500,467,16
779,135665053303678,551519225051590,"[0,0,1]","[0,0,0,1,0,0,0,0,0]",https://www.facebook.com/theEagleisRising/posts/551519225051590,9/19/2016,"[0,0,1,0]","[1,0,0,0]",,99,182,31
780,135665053303678,551519291718250,"[0,0,1]","[0,0,0,1,0,0,0,0,0]",https://www.facebook.com/theEagleisRising/posts/551519291718250,9/19/2016,"[0,0,1,0]","[0,0,1,0]",,266,318,32
781,135665053303678,551571785046334,"[0,0,1]","[0,0,0,1,0,0,0,0,0]",https://www.facebook.com/theEagleisRising/posts/551571785046334,9/19/2016,"[0,1,0,0]","[0,0,1,0]",,182,114,14
782,135665053303678,551599835043529,"[0,0,1]","[0,0,0,1,0,0,0,0,0]",https://www.facebook.com/theEagleisRising/posts/551599835043529,9/19/2016,"[0,1,0,0]","[0,0,1,0]",,170,335,83
783,135665053303678,551617598375086,"[0,0,1]","[0,0,0,1,0,0,0,0,0]",https://www.facebook.com/theEagleisRising/posts/551617598375086,9/19/2016,"[0,1,0,0]","[0,1,0,0]",,5,27,3
784,135665053303678,551663495037163,"[0,0,1]","[0,0,0,1,0,0,0,0,0]",https://www.facebook.com/theEagleisRising/posts/551663495037163,9/19/2016,"[0,1,0,0]","[0,0,1,0]",,58,75,18
